,name,average_rating,user,user_rating,comment,url,target
0,김덕후의곱창조홍대본점,3.0,uo,5.0,,https://place.map.kakao.com/20044268,1
1,김덕후의곱창조홍대본점,3.0,KYW,5.0,직원들 엄청 친절하던데요? 직원 바꾼건가;; 암튼 무한리필로 4판 맛있게 먹고 왔어요 ㅎㅎ,https://place.map.kakao.com/20044268,1
2,김덕후의곱창조홍대본점,3.0,cocossi,1.0,친절하게 꼽줌 ㅋ달라는거나 잘 주지...직원이고 아니고를 떠나서 걍 사람으로서 매너가 별로...김덕후 처음 생겼을때부터 다녔는데 당분간 안감 ㅋㅋㅋ 직원 바뀌면 가든가 해야지 지금은 아닌듯,https://place.map.kakao.com/20044268,0
3,김덕후의곱창조홍대본점,3.0,햅스터,5.0,오랜만에 갔는데 남자직원분이 사장님이신건지 정말 친절했습니다. 예전보다 좋아진 것 같아요!,https://place.map.kakao.com/20044268,1
4,김덕후의곱창조홍대본점,3.0,빡세,4.0,배터지게 먹고 가용:),https://place.map.kakao.com/20044268,1
5,김덕후의곱창조홍대본점,3.0,nanacon31,3.0,ㅠㅠㅠ생각보다 아쉬웠음,https://place.map.kakao.com/20044268,0
6,김덕후의곱창조홍대본점,3.0,맨듀,1.0,와 진짜 살다 이런 쓰레기 같은 곱창 처음봄곱창에서는 물 질질 흐르지 순두부찌개는 쉰맛나지  대장은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ왜 굳이 반으로 갈라놧는지 이해 불가 ㅠㅠ 진심 개 더럽고 솔직히 1인분에 3천원 하는거 아니면 여기 오지마쇼 ㅋㅋㅋㅋ 무한 쓰레기같은 고기 먹을 바엔 제대로 된 집 가세요 ㄹㅇ 음식이 아니라 쓰레기 였어요,https://place.map.kakao.com/20044268,0
7,김덕후의곱창조홍대본점,3.0,릴진수,5.0,,https://place.map.kakao.com/20044268,1
8,김덕후의곱창조홍대본점,3.0,Jen,3.0,보통인듯,https://place.map.kakao.com/20044268,0
9,김덕후의곱창조홍대본점,3.0,도현,5.0,"솔직히 리뷰보고 기대 안했는데 직원분들 전부 친절하시고 ㅋ ㅋ 직접 구워주시며, 말도 잘 걸어주시더라구요 밑에 댓글들 사실 좀 이해안댐 ㅋㅋ",https://place.map.kakao.com/20044268,1
10,김덕후의곱창조홍대본점,3.0,덜덜,1.0,개막장... 살다살다 이렇게 관리 안되는 식당은 처음봄 일단 입장할때 매니저로 보이는 머리긴 탈색한 여자분 주방마감 20분 남았는데 들어오실거냐 묻길래 들어간다하니 표정 개썩으면서 맞이함.. 그리고 사람 무안할 정도로 그릇 탁 내려놓더니 가스불도 화난듯 키고 돌아감 음식 나왔는데 일인분처럼 보이는 이인분나와서 이게 이인분맞냐고 물어볼정도; 그리고 밥먹는데 직원들 그 좁은 식당에서 뛰어놀고 (오바가 아니라 진짜로 뛰어놀았음..)서로 엄청 큰소리로 떠들고 난리도  아녔음; 말이됨..? 기본적인 직원교육부터 다시해야할듯.. 옆테이블 손님이 아까 시킨거 왜 안나오냐하니 주방마감드립 주방마감전에 시켰다니까 입꾹닥 우리 테이블은 처음 고기 잘라주는데 탈색머리하신분 아니 고기 자르면서 계속 다른 사람 보면서 대화하는건 뭐임 ...그리고 고기 자른상태 보니까..이건뭐 난도질해놨음 어떤건 엄청 크고 어떤건 엄청 작고 그리고 알바생이 막창구워주다 고기가 터진다해여하나 그래서 기름이 사람 얼굴에 튀었는데 아파하는데 본척도 안함 다 먹고보니 우리테이블도 부추 안나온거 알게됨 그리고 말하니까 지금 가져다준다고 하길래 다먹었는데 그것만 가져다 주는게 의미가 있나 .. 진짜 리뷰 자체를 처음 써보고 이런 식당도 처음 가봄,https://place.map.kakao.com/20044268,0
11,김덕후의곱창조홍대본점,3.0,신유빈,1.0,맛없음,https://place.map.kakao.com/20044268,0
12,김덕후의곱창조홍대본점,3.0,효빈,5.0,타투하고 탈색하신 알바언니분 무심한듯 엄청 친절하세요 ㅎㅎ 굳이 말안해도 계속 고기 더 가져주냐고 물어보시고 덕분에 즐거운 식사 하다 갑니다 ㅎㅎ 그리고 고기 퀄리티도 나쁘지 않았어요 크기는 좀 작지만 곱창에 곱 엄청 많더라구요!!!,https://place.map.kakao.com/20044268,1
13,김덕후의곱창조홍대본점,3.0,제로프레이,1.0,,https://place.map.kakao.com/20044268,0
14,김덕후의곱창조홍대본점,3.0,맛있다!,5.0,곱창 많이 먹었어요 맛도 좋아요 무한리필에 대한 편견을 버리세요,https://place.map.kakao.com/20044268,1
15,김덕후의곱창조홍대본점,3.0,정글오리아나,5.0,"맛은 무겐노 리피루의 한계. 넘어설 수 없다.하지만 근무자들의 센스는 거의 식스센스급.우리들이 먹는 속도, 양 정확히 계산하고 계셨다.다음 리필이 언제인지, 어느정도 필요한지소름끼치도록 파악하고 계셨다. 슷-게에!!좋았다. 즐거운 식사흘 할 수 있었다.고맙소, 곱창조노 미나상. 늘 좋은 하루보내시길.....",https://place.map.kakao.com/20044268,1
16,김덕후의곱창조홍대본점,3.0,빵순,3.0,,https://place.map.kakao.com/20044268,0
17,김덕후의곱창조홍대본점,3.0,Nickelback,5.0,싸게 많이 먹는 사람들이 가면 좋은 곳.,https://place.map.kakao.com/20044268,1
18,김덕후의곱창조홍대본점,3.0,맛집좋하,2.0,두번째 방문인데 지난번보다 누린내가 심함 ㅠ첫번째 방문때는 리필 할때마다 눈에 띄게 자잘하게 줌세번은 안 갈듯,https://place.map.kakao.com/20044268,0
19,김덕후의곱창조홍대본점,3.0,@,3.0,정신없지만 맛있어요,https://place.map.kakao.com/20044268,0
20,김덕후의곱창조홍대본점,3.0,사람,1.0,다들 곱창 시킬때마다 컵안쪽 봐보세요 너무 더러워서 밥맛이 떨어져요 알바분한테 더러워서 바꿔달라고 2번이나 부탁했는데 계속 똑같이 더러운 컵만 주시네요. 분명히 말하지만 곱창 드시기전에 컵더러운지 확인해 보세요 4번째 사진 컵 아래쪽에 있는 휴지는 컵안쪽 닦은 휴지 잔해입니다.,https://place.map.kakao.com/20044268,0
21,김덕후의곱창조홍대본점,3.0,말,1.0,불친절 끝판왕임;; 올때마다 서비스가 구려지는 듯하네요,https://place.map.kakao.com/20044268,0
22,김덕후의곱창조홍대본점,3.0,냠냠이,4.0,,https://place.map.kakao.com/20044268,1
23,김덕후의곱창조홍대본점,3.0,형,3.0,전체적으로 퀄리티가 좋은건 같지는 않지만 먹을 만하다.생각나는 맛은 아닌데 나쁘진 않음.,https://place.map.kakao.com/20044268,0
24,김덕후의곱창조홍대본점,3.0,구리탱,3.0,옛날에 여기서 먹고 진짜 너무 맛있어서 오랜만에 다시 갔는데 맛이 변한 것 같아요...덕후밥 진짜 존맛탱이여서 전에 밥도 한 3번인가 리필해먹었는데 이번에 갔을땐 밥 하나를 다 안 먹음....,https://place.map.kakao.com/20044268,0
25,김덕후의곱창조홍대본점,3.0,나더,3.0,맛있고 비쌈 양적음,https://place.map.kakao.com/20044268,0
26,김덕후의곱창조홍대본점,3.0,ㄱㅁㅈ,4.0,덕후밥이랑 같이먹으면 대존맛 첫곱창을 여기서 먹어본 이후로 곱창을 사랑하게 됨,https://place.map.kakao.com/20044268,1
27,김덕후의곱창조홍대본점,3.0,미식한 고독가,1.0,위생이 최악,https://place.map.kakao.com/20044268,0
28,김덕후의곱창조홍대본점,3.0,행복한지렁이,5.0,토요일에 가족이랑 갔다왓었는데 우선 맛은제가 강남에있는 무한리필 곱창집도 다녀왓었는데갓다와서 욕햇그든여 근데 여기는 맛있어용 서비스도 괜찮고다만 우르르 가면 자리가 좁고 골라먹지 못해서 아쉽네여 휴ㅠ알바생이 불친절하다고 해서 걱정했는데너무너무 친절하셔서 다행이었어요 ㅎ.ㅎ 아 그리고 웨이팅 있어요!4시에 3층도 오픈하더라고요,https://place.map.kakao.com/20044268,1
29,김덕후의곱창조홍대본점,3.0,미니콩,2.0,그냥저냥.. 좀 ㅇ더러운 느낌이 있음가게 들어가면 테이블 끈적하고 좀 찝찝한 느낌.. 한번 가고 안감,https://place.map.kakao.com/20044268,0
30,김덕후의곱창조홍대본점,3.0,지 훈,3.0,나쁘지않음. 맛있긴한데 비쌈,https://place.map.kakao.com/20044268,0
31,김덕후의곱창조홍대본점,3.0,옴뇸뇸,4.0,3~4번리필이후로는 양도 훅줄고 늦게가져다주심....,https://place.map.kakao.com/20044268,1
32,김덕후의곱창조홍대본점,3.0,park,1.0,ㅋㅋㅋ2판째부터는 곱창 4조각 염통 듬뿍 대창듬뿍 ㅋㅋㅋㅋㅋㅋ많이 먹지도 못했고 직원들은 싸우자는식으로 반존말에다가 반찬 툭툭던지고 ㅋㅋ다신안갑니다,https://place.map.kakao.com/20044268,0
33,김덕후의곱창조홍대본점,3.0,도선생,3.0,보통곱창무한으로는 안 먹어봄,https://place.map.kakao.com/20044268,0
34,김덕후의곱창조홍대본점,3.0,ㅇㅅㅇ,3.0,그저그래요....맛없지도 않고 맛있지도 않고.....,https://place.map.kakao.com/20044268,0
35,김덕후의곱창조홍대본점,3.0,주은이,4.0,불토에 가서 대기 세시간함 8시에 가서 11시에 먹음 배고파 뒤지는줄 근데! 존맛~~~직원도 친절!,https://place.map.kakao.com/20044268,1
36,김덕후의곱창조홍대본점,3.0,GJ,2.0,,https://place.map.kakao.com/20044268,0
37,김덕후의곱창조홍대본점,3.0,서울큰머리,1.0,개똥같은곳,https://place.map.kakao.com/20044268,0
38,김덕후의곱창조홍대본점,3.0,맛집수집가,1.0,초심잃은지 오래.....,https://place.map.kakao.com/20044268,0
39,김덕후의곱창조홍대본점,3.0,요미,3.0,몇년전 초창기일때보다 양은 줄었지만 (물가가올랐으니)그래도 평타는 하는집. 분위기는 곱창맛집이라기 보단 술집에서 곱창을 파는느낌? (음악소리가 너무 커서 ㅎ),https://place.map.kakao.com/20044268,0
40,김덕후의곱창조홍대본점,3.0,黃芝麻 황참깨,4.0,烤腸吃到飽！₩21900韓元 $590台幣牛大腸.牛小腸.牛心臟.牛肚.牛胃.覺得很好吃！雖然很油！可是有配古早味便當盒一起吃就不會膩！#黃芝麻愛吃喝玩樂 #황참깨재미있는생활,https://place.map.kakao.com/20044268,1
41,김덕후의곱창조홍대본점,3.0,a.k.a. Tech,3.0,,https://place.map.kakao.com/20044268,0
42,김덕후의곱창조홍대본점,3.0,현선,3.0,,https://place.map.kakao.com/20044268,0
43,김덕후의곱창조홍대본점,3.0,빔풀,3.0,,https://place.map.kakao.com/20044268,0
