,name,average_rating,user,user_rating,comment,url,target
0,후계동,4.5,풀내음,5.0,,https://place.map.kakao.com/1183957472,1
1,후계동,4.5,ㅇㅇ,5.0,❤️❤️❤️❤️❤️,https://place.map.kakao.com/1183957472,1
2,후계동,4.5,핑구,5.0,오래 해주세요🙏,https://place.map.kakao.com/1183957472,1
3,후계동,4.5,:ᴅ,3.0,웨이팅해서 먹을 맛은 아니에요… 닭보쌈은 보통이었고 비빔국수라고 해서 당연히 국물 없을 줄 알고 시켰는데 국물이 있어서 당황했고 너무 밍밍했어요.,https://place.map.kakao.com/1183957472,0
4,후계동,4.5,Vin,5.0,와 여길 왜 이제알았죠! 너무맛있고 반찬 하나하나 다 맛있네요!! 자주 갈게요!,https://place.map.kakao.com/1183957472,1
5,후계동,4.5,손민영,5.0,오늘의 메뉴 너무 좋아요. 어쩜 갖가지 닭요리를 그렇게 잘하시죠?!! 이런 리뷰 잘 안 남기는데 상수역 근처 제 최애 맛집입니다. 사진은 태국식 볶음밥이랑 쌀국수 나왔을 때예요,https://place.map.kakao.com/1183957472,1
6,후계동,4.5,장슐랭가이드,1.0,여기서 밥먹고 둘다 장염걸림;;,https://place.map.kakao.com/1183957472,0
7,후계동,4.5,이우진,5.0,최애 식당진짜 다 맛있고 가격이 엄청 착함오늘의 메뉴라고 매일 새로운 메뉴가 준비되니까 자주가도 메뉴가 안질림음식에 과일 꼭 나오구 그것도 매일 조금씩 구성이 다름,https://place.map.kakao.com/1183957472,1
8,후계동,4.5,정찰병,4.0,다음부터 사장님 김치볶음밥하지마세요. ㅠ ㅜ 라면만 하세요!하실꺼면 진짜 딴거말고 김치랑 밥만 넣어서 해주세요.그게 더 맛있을꺼같아요!,https://place.map.kakao.com/1183957472,1
9,후계동,4.5,쿠집사,5.0,이렇게 맛있어도 되나 할 정도로 맛있어요ㅎㅎ,https://place.map.kakao.com/1183957472,1
10,후계동,4.5,Sungjin Ji,5.0,"오늘의 메뉴닭 카레라이스+미니 어묵 우동둘 다 맛있다. 카레는 일본식 아니고 우리식, 우동 어묵은 그냥 싸구려 오뎅인데 국물 맛은 일본식에 가까운데 독특한 맛.젊은 친구가 닭요리 장인일세.아직 닭보쌈 못 먹어봤는데 먹어보고 싶음.",https://place.map.kakao.com/1183957472,1
11,후계동,4.5,손손,5.0,닭보쌈이 특히 예술. 매일 해주시면 좋겠는데 오늘의메뉴여야 맛볼 수 있음,https://place.map.kakao.com/1183957472,1
12,후계동,4.5,김민규,5.0,맛도 좋고 가격도 좋고 사장님도 친절해요,https://place.map.kakao.com/1183957472,1
13,후계동,4.5,김지은,5.0,닭요리 기인이 있는 맛집,https://place.map.kakao.com/1183957472,1
14,카미야,4.3,작성자,5.0,이렇게 맛있어도 되나요? 😂먹고 정말 감동이었어요ㅠㅠ돈까스 집중에 최고라고 생각합니다..,https://place.map.kakao.com/12771116,1
15,카미야,4.3,X,5.0,남친이랑 홍대 갔을때 방문했는데 우동이 진짜 맛있어욤!저번에도 가려고 했는데 어마무시하게 웨이팅이 길어서 포기했습니당 ㅠㅠ,https://place.map.kakao.com/12771116,1
16,카미야,4.3,팽도리,5.0,제가 또간집 본 다음에 친구들 다 여기 데려오고있어요 아 또 언제가지 너무마시써 웨이팅 등록하고 기다리다가 미리 주문받는다고 전화오면 그때 가서 메뉴  써서 드리고 5분?정도 기다리면 들어가는거같아요 들어가서도 좀 더 기다려야 음식나옴 저렴한데 우동까지 개맛도리 면발 졀라탱탱해요ㅠ,https://place.map.kakao.com/12771116,1
17,카미야,4.3,kiko,4.0,최근에 방송인지 나온줄모르고 방문했다가 금요일 점심이었는데 웨이팅 40분정도 했어요 직원분들께서 키친 상황 최대한 고려하셔서 운영하시는것 같았고 친절하셨습니다! 가격 생각하면 양 굉장히 푸짐한것같아 만족합니다 :),https://place.map.kakao.com/12771116,1
18,카미야,4.3,이정,5.0,대기가있어도 기다려요 맛있으니까요,https://place.map.kakao.com/12771116,1
19,카미야,4.3,콩떡이다,5.0,맛있어요,https://place.map.kakao.com/12771116,1
20,카미야,4.3,june,5.0,,https://place.map.kakao.com/12771116,1
21,카미야,4.3,삼계탕,5.0,오코노미야끼 돈까스 대존맛💖우동 나온 것 조금 맛 봤는데 너무 맛있어서 이 담에 가면 냉우동 시키려구요!!!!,https://place.map.kakao.com/12771116,1
22,카미야,4.3,김소현,4.0,맛있는 생선까스~,https://place.map.kakao.com/12771116,1
23,카미야,4.3,정히를따르라,4.0,오꼬노미야기소스동냉모밀세트기다림도테이블링해서그리길게느껴지지않았음맛은다평타하지만조금짜다3.5점,https://place.map.kakao.com/12771116,1
24,카미야,4.3,윤희키,4.0,"*** 정리해 드립니다 ***여기는 홍대생 명예학식입니다. 요즘 유튜브 나와서 웨이팅이 심해졌는데맛있지만 외부인분들이 오셔서 한두시간 웨이팅하시면서 먹을 맛집은 아닙니다.유튜브 보시고 기대치만 높아져서 별점 테러당하는 모습도 보고싶지 않습니다. 유튜버분들, 홍익대 학생들이 밥 먹을 곳을 지켜주세요.학식 먹기 싫습니다..",https://place.map.kakao.com/12771116,1
25,카미야,4.3,소은,1.0,"웨이팅은 알았지만 자리들어오고나서도 음식이 30분이후에 나왔습니다,, 그런부분은 미리 안내를 해줬으면 안기다렸을텐데 그리고 기다리는동안 기름냄새 너무맡아서 역겨웠어요 환기에 신경을 좀 쓰면좋겠네요여튼 기다릴만큼 맛있지않음",https://place.map.kakao.com/12771116,0
26,카미야,4.3,드디어,4.0,찾았다,https://place.map.kakao.com/12771116,1
27,카미야,4.3,ㅇㅅ,5.0,,https://place.map.kakao.com/12771116,1
28,카미야,4.3,Lckpo,3.0,,https://place.map.kakao.com/12771116,0
29,카미야,4.3,차민호,4.0,홍대에 이 가격에 이만큼 하는 카츠집 없다고 봅니다. 다만 웨이팅해서 먹을 정도는 절대 아님,https://place.map.kakao.com/12771116,1
30,카미야,4.3,홍민지,5.0,여기는 정말정말 모든 메뉴가 다 맛있어요! 오로시히레카츠랑 오코노미카츠를 주로 먹습니당👍🏻,https://place.map.kakao.com/12771116,1
31,카미야,4.3,쿠로미 노트,5.0,(22.09.nn)친구 데려왔는데 개좋아함(22.04.19)모가몬지 모르겠지만 체다치즈동 먹엇서영나온다고 바빠서 못썼는데 진짜 쫀맛ㄹ임이거 하나시키니까 우동도 나오는데탱글보들 네글자만 적습니다,https://place.map.kakao.com/12771116,1
32,카미야,4.3,,5.0,진짜 맛있어요 ㅎㅎ2000원 추가해서 미니우동도 꼭 드세여 다들,https://place.map.kakao.com/12771116,1
33,카미야,4.3,조용준,5.0,신선하고 정갈한 맛대기 기본,https://place.map.kakao.com/12771116,1
34,카미야,4.3,서울큐레이터,3.0,,https://place.map.kakao.com/12771116,0
35,카미야,4.3,구,1.0,ㅠㅠ 오랜만에 갔는데 너무 맛없어져서 속상튀김옷이 바삭하지 않고 두꺼워요,https://place.map.kakao.com/12771116,0
36,카미야,4.3,마슐랭,1.0,여기 먹을 바에 다른 데 감.. 예전에 비해 맛퀄리티가 떨어짐..,https://place.map.kakao.com/12771116,0
37,카미야,4.3,그럴만두,1.0,,https://place.map.kakao.com/12771116,0
38,카미야,4.3,😳,5.0,돈까스 양도 적절하고 잡냄새도 안나서 정말 좋았어요!,https://place.map.kakao.com/12771116,1
39,카미야,4.3,햄버거감별사,5.0,가성비갑 고기 진짜 부드러움,https://place.map.kakao.com/12771116,1
40,카미야,4.3,홍밥러,5.0,가격 대비 이만한 돈까스가 없음.튀김 퀄리티 훌륭하고 고기도 두꺼움안심 등심 치즈 치킨 다~ 먹어봤는데 안심이 제일 맛있음.*더 맛있게 먹는 팁소스에 깨를 아주아주 많이 갈아 넣으면 소스가 업그레이드 됩니다.,https://place.map.kakao.com/12771116,1
41,카미야,4.3,하와이,4.0,"쏘쏘,,,그런데 냉모밀 먹으러 한번 더 올거임ㅋ",https://place.map.kakao.com/12771116,1
42,카미야,4.3,석현,5.0,가격도 적당하고 맛있어요,https://place.map.kakao.com/12771116,1
43,카미야,4.3,Gulnara5pak,5.0,,https://place.map.kakao.com/12771116,1
44,카미야,4.3,아앙ㅇ,5.0,오코노미카츠 최고 존엄!,https://place.map.kakao.com/12771116,1
45,카미야,4.3,햄,4.0,가성비 굿맛있었어용~.<,https://place.map.kakao.com/12771116,1
46,카미야,4.3,혜미,5.0,,https://place.map.kakao.com/12771116,1
47,카미야,4.3,김수현,5.0,히레가츠!! 넘 맛있었음ㅎㅎ 점심메뉴로 최고,https://place.map.kakao.com/12771116,1
48,카미야,4.3,.,5.0,체다가츠동 맛남,https://place.map.kakao.com/12771116,1
49,카미야,4.3,칸예,5.0,갓미야이제 비대면이라 못가지만 시험때마다 꼭 갑니다,https://place.map.kakao.com/12771116,1
50,카미야,4.3,p,3.0,,https://place.map.kakao.com/12771116,0
51,카미야,4.3,pjm,4.0,맛있어요,https://place.map.kakao.com/12771116,1
52,카미야,4.3,팩트만꽂는다,2.0,오꼬노미소스동은 별로..옆테이블 돈까스는 맛있어보였음,https://place.map.kakao.com/12771116,0
53,카미야,4.3,은성,5.0,,https://place.map.kakao.com/12771116,1
54,카미야,4.3,뉘른베르크요새의밍크고래,5.0,진짜 맛있고 친절하시고 양도 많아서 배부름,https://place.map.kakao.com/12771116,1
55,카미야,4.3,Martino,5.0,냉모밀의 신,https://place.map.kakao.com/12771116,1
56,카미야,4.3,SJH,4.0,,https://place.map.kakao.com/12771116,1
57,카미야,4.3,내말을믿어,4.0,,https://place.map.kakao.com/12771116,1
58,카미야,4.3,고앵이,5.0,,https://place.map.kakao.com/12771116,1
59,카미야,4.3,O,5.0,"새우+치즈, 안심 먹었는데 맛있었어요돈까스 잘 못먹는데 맛있게 잘 먹었습니다!친절하셔서 좋아요",https://place.map.kakao.com/12771116,1
60,카미야,4.3,여긴 맛집이라고 봐,5.0,9000원이라고?,https://place.map.kakao.com/12771116,1
61,카미야,4.3,김상건,5.0,야스 간접체험 단돈 7천원,https://place.map.kakao.com/12771116,1
62,카미야,4.3,칡꽃,3.0,,https://place.map.kakao.com/12771116,0
63,카미야,4.3,참새,4.0,,https://place.map.kakao.com/12771116,1
64,카미야,4.3,.,2.0,로스는 별로고 히레가 낫네요치즈돈까스 2조각 밖에 안나와서 가격대비 별로네요.제주산 흑돼지 사용했다는데 그냥 일반 돈까스보다 더 나은건 모르겠고 그냥 평범하네요평범 그 자체..,https://place.map.kakao.com/12771116,0
65,카미야,4.3,맛캣,5.0,이런 식당만 있으면 얼마나 좋을까요!,https://place.map.kakao.com/12771116,1
66,카미야,4.3,김혜원,5.0,,https://place.map.kakao.com/12771116,1
67,카미야,4.3,감자왕,5.0,최애돈까스,https://place.map.kakao.com/12771116,1
68,카미야,4.3,쩝쩝박사,5.0,찾았다 찐가성비맛집왜 여기 숨겨둔 맛집이라하는지 알것같다 이 가격에 이 구성은 말이안된다... 특히 냉모밀세트는 가성비 최고다! 심지어 맛있음  또올거야...닭꼬얌을 이을 가성비맛집이다--------------------------------냉모밀세트 먹으러 3번정도 더옴 완전 맛있슴 ㅜㅜ,https://place.map.kakao.com/12771116,1
69,카미야,4.3,.,5.0,여기 짱마싯씀 직원분들도 친절하고 전체적으로 다 맛있음,https://place.map.kakao.com/12771116,1
70,카미야,4.3,함부르크,5.0,"히레카츠 최고양배추 샐러드 소스부터돈까스 소스, 장국까지 손수 만드시고밥도 압력밥솥에 지어서 차들차들항상 그릇 싹싹 비우고 가는 맛집..",https://place.map.kakao.com/12771116,1
71,카미야,4.3,해버성박거지,5.0,배가 고파요,https://place.map.kakao.com/12771116,1
72,카미야,4.3,엄태호,5.0,,https://place.map.kakao.com/12771116,1
73,카미야,4.3,하리보,3.0,냉모밀이 좀더 탱탱했으면 하는 자그만 바람 ..,https://place.map.kakao.com/12771116,0
74,카미야,4.3,박찬,5.0,,https://place.map.kakao.com/12771116,1
75,카미야,4.3,JJ,5.0,전화 후 방문했는데 엄청 친절하시고 주차장도 몇군데 안내해주셨어요.맛은 정말 좋았고 기름지지도않았고양은 많았습니다.잘먹었습니다!,https://place.map.kakao.com/12771116,1
76,카미야,4.3,냠냠일기,5.0,나만 알고싶었는데.... 망했어.... 너무 유명해졌어...계속 생각나게 하는 장소,https://place.map.kakao.com/12771116,1
77,카미야,4.3,blanca,5.0,,https://place.map.kakao.com/12771116,1
78,카미야,4.3,뚜비두바,5.0,주기적으로 가야하는 곳 입니다. 너무 맛있어용,https://place.map.kakao.com/12771116,1
79,카미야,4.3,솔,5.0,맛있었어요!!!,https://place.map.kakao.com/12771116,1
80,카미야,4.3,.,5.0,맛있어요ㅠㅠ,https://place.map.kakao.com/12771116,1
81,카미야,4.3,칸탈로프,3.0,무난한 돈까스집,https://place.map.kakao.com/12771116,0
82,카미야,4.3,rkd,5.0,가격대비 정말 괜찮았어요! 맛있게 잘 먹었습니다,https://place.map.kakao.com/12771116,1
83,카미야,4.3,쿠로미교수님,5.0,돈까스 완죤 맛있어요,https://place.map.kakao.com/12771116,1
84,카미야,4.3,맴맴,5.0,여기 왜 안 가요?,https://place.map.kakao.com/12771116,1
85,카미야,4.3,오스틴파워스,4.0,"직원들이 친절하고, 돈까스도 바삭하고 맛있습니다. 아기자기한 인테리어도 분위기를 다듬어줍니다. 홍대 근처에서 식사한다면 방문해볼만 합니다.",https://place.map.kakao.com/12771116,1
86,카미야,4.3,이준경,5.0,돈까스 최고존엄 가성비짱오코노미카츠는 대대존맛인데 나머지는 앵간쓰,https://place.map.kakao.com/12771116,1
87,카미야,4.3,아이스베어,5.0,지나가다 들어가게 된 곳인데 뜻밖의 맛집이라 정말 놀랐어요! 메뉴가 7-8천원대로 형성되있어서 가성비도 정말 좋고 맛도 훌륭했습니다. 모밀도 시원하고 맛있어요~~ 여자3명이서 가서 메뉴3개 시켰는데 양도 많아서 조금 남겼어요ㅠㅠ 나중에 또 갈게요!,https://place.map.kakao.com/12771116,1
88,카미야,4.3,kj.kim,5.0,가성비 정말 좋습니다. 맛있어요,https://place.map.kakao.com/12771116,1
89,카미야,4.3,달동,4.0,맛보다 분위기가 맛집,https://place.map.kakao.com/12771116,1
90,카미야,4.3,젼,5.0,여름만 되면 생각나는 카미야 (~˘▾˘)~ 올 여름에도 가야징,https://place.map.kakao.com/12771116,1
91,카미야,4.3,김샐리,5.0,진짜 맛있어요ㅠㅠ 가격도 저렴하고 벌써 4번째 방문ㅠㅠㅠ 홍대 올때마다 먹고가요~!~!~!,https://place.map.kakao.com/12771116,1
92,카미야,4.3,ㄱㅅㅈ,5.0,진짜 맛있어요 굳이 홍대까지 가서 먹을만한 맛,https://place.map.kakao.com/12771116,1
93,카미야,4.3,밤며,4.0,"맛은 평타치인데 물이 엄청 시원함 물 맛집이에요그리고 알바생이 불친절합니다 ㅎ,,",https://place.map.kakao.com/12771116,1
94,카미야,4.3,븍찬뫼,4.0,돈까스 진짜 맛있네요.냉모밀세트는 가성비 갑!사장님은 친절하신데 알바생이 뚱해서 좀 아쉽네요.,https://place.map.kakao.com/12771116,1
95,카미야,4.3,yu,4.0,오코노미야카츠는 조금 느끼해서 다 못먹었다. 전반적으로 괜찮음.,https://place.map.kakao.com/12771116,1
96,카미야,4.3,ㅂㄷㅁ,5.0,갈때마다 항상 양이 푸짐함오꼬노미가츠랑 냉모밀 맛있음,https://place.map.kakao.com/12771116,1
97,카미야,4.3,Donson,5.0,가성비 맛 이만한데 없음,https://place.map.kakao.com/12771116,1
